character,dialogue,episode
KEARNY,"Dude, ask a question or we'll have to go back to class.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
JIMBO,"Um, do you, er, what's your, um, policy, on... um, lockers?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MARTIN,"We've all enjoyed your tenure as chairman of the PTA, particularly your",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"Well, the by-laws stipulate the Sergeant-at-Arms would fill in for me, and I believe that would be...",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,Who wants to be Sergeant-at-Arms?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MARGE,"Homer, all you have to do is lead a meeting once a month.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
APU,Young men! Your gargantuan cone is making a mockery of our self-serve policy!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
APU,"Oh god! First, you think of an idea that has already been done! And then, you give it a",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Mufft be a co-in-fa-dince. Say, Ned, I saw you patching the cracks",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"Oh, yeah. What happened was, the roots from the sycamore cracked",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Let's see. Tide, Cheer, Bold, Biz, Fab,",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Bart! What's the rush? Is there a new ""comic-book"" in town?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"So tell me, how's school?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,It's a lot of fun.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Fun? That doesn't sound good. A school described as ""fun"" is not being run efficiently.  Has there been any talk about me, or the possibility of my return?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Actually, I like Ned. He's made school a lot more fun for us troublemakers.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MARGE,I feel bad for poor Seymour Skinner. He must be very sad and lonely.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"He's not sad and lonely! I saw him in the laundromat, and he asked me to come over to his house and hang out. (OFF",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Bum-ba-bum-bum! Ba-ba-ba-bum! (SEES BART) Oh, Bart! Welcome! Can I offer you a Diet Caffeine-Free Dr. Pepper or",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,Seymour! Your friend is here!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"I know, Mother.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Seymour, do you want me to tell you when it's 7330?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"No, Mother.  Mother seems to be in one of her talkative moods. Let's",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,And you say Ned Flanders actually ate the cookies you left in the faculty lounge?!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Yep, he didn't even check for cigarette butts.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"I thought I heard someone say your name in the cafeteria, but they might've been saying ""skim milk.""",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,Jim Dandy. Everybody havin' fun?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,I thought you might like this,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,They treat you real nice here.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,Where is your teacher?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
ROD,He's in Chicago.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,That's it. I am not going to,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"And from now on, I want you teaching class, assigning homework, and showing",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Say, Ned, somebody told me you used to play the piano... Bart reaches to take a piece of candy. Ned slaps his hand.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"Oh, no, no, no. We're talking about your punishment. You will give me 2 months detention and",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Dad, do you know anything about responsibility?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Because Ned is making me write this stupid essay. Plus, he gave me 2 months detention.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,But Flanders is the principal.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,"Well, I'm head of the PTA, and I order",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"So either way, I get punished.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,Yes. The lesson here is that you deserve to be punished.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"""Dear Bart, I do wish our friendship had more time to grow. However, now that Ned has the school under control, I feel there is little chance of my being asked",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,#1,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,#2,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"Homer, Marge, I know you're doing your best, but sometimes when kids act up, there's a problem at home. God knows, I caused my parents no end of trouble when I was a boy.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MARGE,We've found that Bart doesn't respond well to punishment. He responds better,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"I'm sorry, but the punishment stands.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,"Oh yeah?! Well, let me tell you something, Flanders! Bart is",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HIBBERT,"Wait a minute, let's discuss this.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
CHIEF WIGGUM,What's wrong with Ned Flanders? He's a good egg.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,Egad! They've put an end to my brutish behavior!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Where did you pick up that filth, private?!",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Well, there will be no smut in my company. You're in this army to learn!",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"That's good, but needs improvement.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,I'd like to speak to Mrs. Lintercourse.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MOE,"Hey, is anybody here familiar with Norma Lintercourse?  No? Sorry, buddy, you've called the wrong place if you're looking for Norma Lintercourse.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
LISA,I think you need Skinner. Everybody needs a good enemy. Holmes had his Moriarty. Mountain Dew has its Mello- Yello. Even Maggie has that baby with,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
APU,Sixteen brand new gas pumps! At last we can compete with the Gas & Gulp!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"If there was some way to get rid of Flanders, would you want to come back?",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"I can't say I don't miss the school. And frankly, the Army isn't quite as I",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"Actually, it's exactly as I remembered",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Yeah, but we could make him quit! We",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,-rves.,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,"Yeah, it wouldn't be right: you, a principal, and me, a troublemaker.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,Then let's end our friendship with something really special. (PUTTING HIS,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,What's he doing here?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,When he found out we were going to drive,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,Very well.  I have two plans. The first: we nail all the,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,Uh-huh. What's the second plan?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,But how long is that gonna take? He,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"You're right. Perhaps we need 10, no, 20 plans, all working together in a symphony of embarrassment and annoyance!",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
MARGE,What's going on in there?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,Nothing!,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,"8:56. In 4 minutes, Ned Flanders will begin the most traumatic day of his",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
NED FLANDERS,"Superintendent, I'm glad you're here. I've been wrestlin' with how to tell you this, but, well, it seems a publisher wants to buy my novel. It's about a young lawyer who joins a prestigious Southern law firm, only to find out it's really run by -- Well, that's not important. What is, is that I quit.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
CHALMERS,"But, Ned --",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
CHALMERS,"Seymour, what are you doing here? I thought you flipped out and joined the army.",1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
SKINNER,Now I'm back to run the school! (TO,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
HOMER,Do you still want me to fill Flanders's car with hot asphalt?,1F18   SWEET SEYMOUR SKINNER'S BAADASSSSS SONG
BART,and MILHOUSE SPIT on the CARS THAT PASS underneath.,22 SHORT FILMS ABOUT SPRINGFIELD
BART,"Milhouse, d'you ever think about the people in those cars?",22 SHORT FILMS ABOUT SPRINGFIELD
MILHOUSE,I try not to. It makes it harder to spit on ‘em.,22 SHORT FILMS ABOUT SPRINGFIELD
BART,"Sometimes I wonder about all the people in this town. Do you think anything interesting ever happens to them? I mean, there must be thousands of great",22 SHORT FILMS ABOUT SPRINGFIELD
BART,"What do you think, Milhouse? Milhouse?",22 SHORT FILMS ABOUT SPRINGFIELD
MILHOUSE,"Hunh? Oh, sorry, I saw a convertible. You were saying?",22 SHORT FILMS ABOUT SPRINGFIELD
BART,"Forget it. C'mon, it's 11 o'clock. I need some sugar. They walk off the bridge and over to the Kwik-E-Mart .",22 SHORT FILMS ABOUT SPRINGFIELD
APU,"Listen, serving the customer is merriment enough for me.",22 SHORT FILMS ABOUT SPRINGFIELD
APU,Thank you. Come again.,22 SHORT FILMS ABOUT SPRINGFIELD
APU,"Well... I don't like to leave the store, but...",22 SHORT FILMS ABOUT SPRINGFIELD
APU,"For the next five minutes, I'm going to party like it's on sale for $19.99! He sets the sign to ""Back in 5 Minutes"" and puts it in the window. As they run out, a DIGITAL COUNTDOWN begins in the",22 SHORT FILMS ABOUT SPRINGFIELD
APU,"I ama Freak-a-Zoid / Come on and wind me up! Phew, I am hot. Let us get out of here. They run into the poolhouse. We HOLD on the door as",22 SHORT FILMS ABOUT SPRINGFIELD
APU,"Don't worry, I'll tell everybody you were untouchable. Apu bumps into an ENGLISH BUTLER carrying a tray of drinks,",22 SHORT FILMS ABOUT SPRINGFIELD
APU,"Oh, Sanjay, never have I partied so hearty! Same time, next year, ya? Sanjay  gives him a high- eeve:.-AgY runs dripping out of the pool and down the",22 SHORT FILMS ABOUT SPRINGFIELD
APU,Made it! And with one minute to spare!,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,"sweeps a pile into a dustpan. She does it again, to get the little bit left over. And again, to get that pesky black line of dirt. And again, perpendicularly, until it's just a dot of dirt. Then she picks up the dot with a sponge and RINSES the sponge in the sink.",22 SHORT FILMS ABOUT SPRINGFIELD
ANNOUNCER,"In the news, two more hostages, one British, one French, have been captured in Algeria. The United Nations is working to free the British one.",22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,"Tch, how awful... to be taken hostage...",22 SHORT FILMS ABOUT SPRINGFIELD
HOMER,"Don't you touch her, you",22 SHORT FILMS ABOUT SPRINGFIELD
HOMER,You'll be fine.,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,What are you exotic men going to do with me?,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,Maybe I should have taken that daydreaming class at the Learning,22 SHORT FILMS ABOUT SPRINGFIELD
LISA,"walks through in the foreground, holding an empty can of Duff.",22 SHORT FILMS ABOUT SPRINGFIELD
LISA,"Mom, Dad threw his beer can at the Miracle Gro guy on TV. Can I recycle",22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,Why not. We follow Lisa outside.,22 SHORT FILMS ABOUT SPRINGFIELD
LISA,Waaa! Uhh! There's gum in my hair!,22 SHORT FILMS ABOUT SPRINGFIELD
LISA,Mo-om! Someone threw gum in my hair!,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,Are you sure? Maybe it's just shampoo. That washes right out.,22 SHORT FILMS ABOUT SPRINGFIELD
LISA,"No, it's somebody's gross gum! Get it out!  Ow! Ow! It's pulling out my hairs!",22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,"Let me see, let me see.",22 SHORT FILMS ABOUT SPRINGFIELD
LISA,I don't even chew gum! I'm the one who,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,"Now stop, Lisa, stop it. You're just getting it more tangled. Wait -- if I remember my Heloise, the trick to",22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,There. Now that gum should lift right out. she tugs on it unsuccessfully.,22 SHORT FILMS ABOUT SPRINGFIELD
MARGE,Hmmm... Maybe it needs a little mayonnaise to get going. (GRUNTS;,22 SHORT FILMS ABOUT SPRINGFIELD
LISA,Why me?  Yuk! I smell like a,22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,"Smithers, what is the meaning of this slacking off?",22 SHORT FILMS ABOUT SPRINGFIELD
SMITHERS,"There's a bee in my eye, Sir.",22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,And?,22 SHORT FILMS ABOUT SPRINGFIELD
SMITHERS,"I'm allergic to bee-stings. They cause me to, um, die.",22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,But we're running out of forward momentum.,22 SHORT FILMS ABOUT SPRINGFIELD
SMITHERS,"Uh, perhaps you could pedal for just a little while, sir?",22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,Quite impossible. I can try to bat him off if you like.,22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,"Holy cats, man, we're starting to wobble!",22 SHORT FILMS ABOUT SPRINGFIELD
SMITHERS,Get me... to a hospital. You have... to pedal.,22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,"Allright. We'll go to a hospital, but we'll get there the only way I know how.  Smithers, you infernal ninny! Stick your left hoof on that flange now!",22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,"Now if you can get it through your bug- addled brain, jam that second mephitic clod-hopper of yours on the right doo- dad!  Now pump those scrawny chicken legs, you stuporous",22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,Pull on the gizmack! Make the wheelygig go that-a-way!,22 SHORT FILMS ABOUT SPRINGFIELD
BURNS,"One more jostle, you wretched shirkaday! Burns collapses just as they reach the entrance.",22 SHORT FILMS ABOUT SPRINGFIELD
CONTINUOUS,"The paramedics hustle Mr. Burns down the hall, passing DR.",22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"RIVIERA, walking the other way. We FOLLOW Dr. Nick into a conference room.",22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Hi, everybody!",22 SHORT FILMS ABOUT SPRINGFIELD
NICK,But I cleaned them with my napkin!,22 SHORT FILMS ABOUT SPRINGFIELD
NICK,I get here earlier when I drive in the car-pool lane... a frantic ORDERLY BURSTS in.,22 SHORT FILMS ABOUT SPRINGFIELD
GRANDPA,holds the E.R. staff at bay with a scalpel as Dr.,22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Hi, everybody. Now tell Dr. Nick where is the trouble.",22 SHORT FILMS ABOUT SPRINGFIELD
GRANDPA,I'm edgy! I got ants in my pants! I'm discombobulated! Get me a calmative!,22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Slow down, sir! You're going to give",22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Okay. Now, the symptoms you describe point to ""bonus eruptus."" [t's a terrible disorder where the skeleton tries to leap out the mouth and escape the body.",22 SHORT FILMS ABOUT SPRINGFIELD
GRANDPA,Now you're talkin'.,22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Our one chance is trans-dental electromicide.  I'11 need a golf-cart motor with a 1000 volt capacimator, stat!",22 SHORT FILMS ABOUT SPRINGFIELD
NICK,"Now! Now! There's no time,",22 SHORT FILMS ABOUT SPRINGFIELD
